Armena PLSOL,Time,Event(Rising),Serial Number
0,2020-09-11 08:44:35.0,,050005719
1,2020-09-11 08:44:43.7,1
2,2020-09-11 09:24:41.1,1
3,2020-09-11 09:32:37.0,1
4,2020-09-11 09:32:38.0,1
5,2020-09-11 09:32:38.7,1
6,2020-09-11 09:32:39.6,1
7,2020-09-11 09:34:28.8,1
8,2020-09-17 12:01:27.4,1
9,2020-09-17 12:01:50.3,1
10,2020-09-17 12:02:16.5,1
11,2020-09-17 12:02:43.0,1
12,2020-09-17 12:03:11.7,1
13,2020-09-17 12:03:22.3,1
14,2020-09-17 12:03:32.6,1
15,2020-09-17 12:03:38.0,1
16,2020-09-17 12:03:46.4,1
17,2020-09-17 12:03:51.3,1
18,2020-09-17 12:04:00.0,1
19,2020-09-17 12:04:05.9,1
20,2020-09-17 12:04:14.9,1
21,2020-09-17 12:04:22.0,1
22,2020-09-17 12:04:32.4,1
23,2020-09-17 12:04:39.3,1
24,2020-09-17 12:04:52.4,1
25,2020-09-17 12:05:02.7,1
26,2020-09-17 12:05:28.0,1
27,2020-09-17 12:05:48.8,1
28,2020-09-17 12:06:24.8,1
29,2020-09-17 12:06:49.0,1
30,2020-09-17 12:07:24.4,1
31,2020-09-17 12:07:47.3,1
32,2020-09-17 12:08:25.5,1
33,2020-09-17 12:08:50.8,1
34,2020-09-17 12:09:19.8,1
35,2020-09-17 12:09:36.7,1
36,2020-09-17 12:10:02.5,1
37,2020-09-17 12:10:18.4,1
38,2020-09-17 12:10:40.1,1
39,2020-09-17 12:10:55.6,1
40,2020-09-17 12:11:14.0,1
41,2020-09-17 12:11:26.8,1
42,2020-09-17 12:11:45.1,1
43,2020-09-17 12:11:58.2,1
44,2020-09-17 12:12:27.9,1
45,2020-09-17 12:12:52.9,1
46,2020-09-17 12:13:44.9,1
47,2020-09-17 12:14:24.3,1
48,2020-09-17 12:15:34.1,1
49,2020-09-17 12:16:55.8,1
50,2020-09-17 12:20:18.0,1
51,2020-09-17 12:24:34.9,1
52,2020-09-17 12:43:40.1,1
53,2020-09-17 13:17:17.8,1
54,2020-09-17 13:18:36.5,1
55,2020-09-17 13:18:50.7,1
56,2020-09-17 13:19:07.9,1
57,2020-09-17 13:19:21.0,1
58,2020-09-17 13:19:38.5,1
59,2020-09-17 13:19:48.1,1
60,2020-09-17 13:20:01.2,1
61,2020-09-17 13:20:10.8,1
62,2020-09-17 13:20:25.2,1
63,2020-09-17 13:20:34.1,1
64,2020-09-17 13:20:50.5,1
65,2020-09-17 13:21:02.3,1
66,2020-09-17 13:21:21.2,1
67,2020-09-17 13:21:39.7,1
68,2020-09-17 13:22:14.3,1
69,2020-09-17 13:22:44.7,1
70,2020-09-17 13:23:47.0,1
71,2020-09-17 13:24:42.9,1
72,2020-09-17 13:26:27.9,1
73,2020-09-17 13:28:08.8,1
74,2020-09-17 13:31:21.0,1
75,2020-09-17 13:34:57.3,1
76,2020-09-17 14:02:26.1,1
77,2020-09-18 08:02:26.1,1
78,2020-09-18 08:53:58.9,1
79,2020-09-18 09:33:57.2,1
80,2020-09-18 09:35:41.7,1
81,2020-09-18 09:36:58.0,1
82,2020-09-18 09:38:24.1,1
83,2020-09-18 09:39:04.3,1
84,2020-09-18 09:40:08.7,1
85,2020-09-18 09:41:41.9,1
86,2020-09-18 09:44:25.2,1
87,2020-09-18 09:48:01.1,1
88,2020-09-18 09:54:14.0,1
89,2020-09-18 09:55:45.5,1
90,2020-09-18 09:56:33.9,1
91,2020-09-18 09:57:05.9,1
92,2020-09-18 09:57:57.5,1
93,2020-09-18 09:58:47.2,1
94,2020-09-18 10:00:01.0,1
